week_index,date,execution_week,end_date,batch_start_nav,batch_end_nav,n_actions_submitted,n_accepted,n_clipped,n_rejected,batch_cash,batch_total_nav,batch_realized_pnl,batch_weekly_turnover,batch_concentration_hhi,batch_portfolio_volatility,processing_order,action_index,action_source,is_internal,is_imputed,action_type,ticker,quantity,quantity_type,fraction,stop_price,effective_quantity,effective_quantity_type,effective_fraction,effective_stop_price,validation_outcome,validation_reason,clip_delta,vol_rule_active,rule_triggered,executed_shares,execution_price,gross_trade_value,total_cost,commission_cost,spread_cost,slippage_cost,week_executed,is_stop_loss,gap_adjusted,execution_status,stop_action_applied,stop_action_status
8,2020-03-02,9,2020-03-09,100812.1463772729,98883.8947855938,1,1,0,0,74957.49663318037,98883.8947855938,0.0,0.25,0.021366344445296635,,0,0,user,False,False,hold,,,,,,,,,,accepted,,,False,,,,,,,,,,False,False,not_applicable,,
9,2020-03-09,10,2020-03-16,98883.8947855938,98088.13016172375,1,1,0,0,74957.49663318037,98088.13016172375,0.0,0.25,0.02014577421914256,,0,0,user,False,False,hold,,,,,,,,,,accepted,,,False,,,,,,,,,,False,False,not_applicable,,
10,2020-03-16,11,2020-03-23,98088.13016172375,97455.76980372731,1,1,0,0,74957.49663318037,97455.76980372731,0.0,0.25,0.019169981348056475,,0,0,user,False,False,hold,,,,,,,,,,accepted,,,False,,,,,,,,,,False,False,not_applicable,,
11,2020-03-23,12,2020-03-30,97455.76980372731,97412.13523037,1,1,0,0,74957.49663318037,97412.13523037,0.0,0.25,0.01921145395448254,0.050381038662200825,0,0,user,False,False,hold,,,,,,,,,,accepted,,,False,,,,,,,,,,False,False,not_applicable,,
12,2020-03-30,13,2020-04-06,97412.13523037,96768.43346255165,1,1,0,0,74957.49663318037,96768.43346255165,0.0,0.25,0.018371908881395792,0.05117594755004293,0,0,user,False,False,hold,,,,,,,,,,accepted,,,True,,,,,,,,,,False,False,not_applicable,,
13,2020-04-06,14,2020-04-13,96768.43346255165,96159.03232687876,1,1,0,0,74957.49663318037,96159.03232687876,0.0,0.25,0.017673565221614188,0.05087621663663729,0,0,user,False,False,hold,,,,,,,,,,accepted,,,True,,,,,,,,,,False,False,not_applicable,,
14,2020-04-13,15,2020-04-20,96159.03232687876,96939.98447768521,1,1,0,0,74957.49663318037,96939.98447768521,0.0,0.25,0.018546791868366476,0.0519945105078476,0,0,user,False,False,hold,,,,,,,,,,accepted,,,True,,,,,,,,,,False,False,not_applicable,,
15,2020-04-20,16,2020-04-27,96939.98447768521,96070.2891488694,1,1,0,0,74957.49663318037,96070.2891488694,0.0,0.25,0.01739062644344074,0.05313462869856517,0,0,user,False,False,hold,,,,,,,,,,accepted,,,True,,,,,,,,,,False,False,not_applicable,,
16,2020-04-27,17,2020-05-04,96070.2891488694,95826.50238221836,1,1,0,0,74957.49663318037,95826.50238221836,0.0,0.25,0.017410627044663816,0.0522153617371396,0,0,user,False,False,hold,,,,,,,,,,accepted,,,True,,,,,,,,,,False,False,not_applicable,,
17,2020-05-04,18,2020-05-11,95826.50238221836,95140.69132674279,1,1,0,0,74957.49663318037,95140.69132674279,0.0,0.25,0.016311825936028486,0.05261374576817839,0,0,user,False,False,hold,,,,,,,,,,accepted,,,True,,,,,,,,,,False,False,not_applicable,,
18,2020-05-11,19,2020-05-18,95140.69132674279,95710.05212520357,1,1,0,0,74957.49663318037,95710.05212520357,0.0,0.25,0.016891781259886485,0.05231748172658221,0,0,user,False,False,hold,,,,,,,,,,accepted,,,True,,,,,,,,,,False,False,not_applicable,,
19,2020-05-18,20,2020-05-25,95710.05212520357,96062.46615173208,1,1,0,0,74957.49663318037,96062.46615173208,0.0,0.25,0.017312398433499472,0.054306308699569754,0,0,user,False,False,hold,,,,,,,,,,accepted,,,True,,,,,,,,,,False,False,not_applicable,,
20,2020-05-25,21,2020-06-01,96062.46615173208,95536.67218845518,1,1,0,0,74957.49663318037,95536.67218845518,0.0,0.25,0.01655059582192562,0.042175688982664,0,0,user,False,False,hold,,,,,,,,,,accepted,,,True,,,,,,,,,,False,False,not_applicable,,
21,2020-06-01,22,2020-06-08,95536.67218845518,95750.04739621261,1,1,0,0,74957.49663318037,95750.04739621261,0.0,0.25,0.016793684296595508,0.041612009529178394,0,0,user,False,False,hold,,,,,,,,,,accepted,,,True,,,,,,,,,,False,False,not_applicable,,
22,2020-06-08,23,2020-06-15,95750.04739621261,96516.13057337685,1,1,0,0,74957.49663318037,96516.13057337685,0.0,0.25,0.018136332333455844,0.045014700630522195,0,0,user,False,False,hold,,,,,,,,,,accepted,,,True,,,,,,,,,,False,False,not_applicable,,
23,2020-06-15,24,2020-06-22,96516.13057337685,96366.77969507525,1,1,0,0,74957.49663318037,96366.77969507525,0.0,0.25,0.017996090080713716,0.045031458095835426,0,0,user,False,False,hold,,,,,,,,,,accepted,,,True,,,,,,,,,,False,False,not_applicable,,
24,2020-06-22,25,2020-06-29,96366.77969507525,96255.88485805092,1,1,0,0,74957.49663318037,96255.88485805092,0.0,0.25,0.017793248800781106,0.04313992670703917,0,0,user,False,False,hold,,,,,,,,,,accepted,,,True,,,,,,,,,,False,False,not_applicable,,
25,2020-06-29,26,2020-07-06,96255.88485805092,96635.53417516938,1,1,0,0,74957.49663318037,96635.53417516938,0.0,0.25,0.018414575587211622,0.04179860707236177,0,0,user,False,False,hold,,,,,,,,,,accepted,,,True,,,,,,,,,,False,False,not_applicable,,
26,2020-07-06,27,2020-07-13,96635.53417516938,96121.4763233284,1,1,0,0,74957.49663318037,96121.4763233284,0.0,0.25,0.017566343483012878,0.03941601938045206,0,0,user,False,False,hold,,,,,,,,,,accepted,,,True,,,,,,,,,,False,False,not_applicable,,
27,2020-07-13,28,2020-07-20,96121.4763233284,95248.62633725848,1,1,0,0,74957.49663318037,95248.62633725848,0.0,0.25,0.016296188418493483,0.03952631082265235,0,0,user,False,False,hold,,,,,,,,,,accepted,,,True,,,,,,,,,,False,False,not_applicable,,
28,2020-07-20,29,2020-07-27,95248.62633725848,95038.6917925708,1,1,0,0,74957.49663318037,95038.6917925708,0.0,0.25,0.01615975655997614,0.0394594108868628,0,0,user,False,False,hold,,,,,,,,,,accepted,,,True,,,,,,,,,,False,False,not_applicable,,
29,2020-07-27,30,2020-08-03,95038.6917925708,95282.78610492303,1,1,0,0,74957.49663318037,95282.78610492303,0.0,0.25,0.01645949408370377,0.03701679933717048,0,0,user,False,False,hold,,,,,,,,,,accepted,,,True,,,,,,,,,,False,False,not_applicable,,
30,2020-08-03,31,2020-08-10,95282.78610492303,94624.88440062432,1,1,0,0,74957.49663318037,94624.88440062432,0.0,0.25,0.01543577016533568,0.037128804287324964,0,0,user,False,False,hold,,,,,,,,,,accepted,,,True,,,,,,,,,,False,False,not_applicable,,
31,2020-08-10,32,2020-08-17,94624.88440062432,94787.15665983556,1,1,0,0,74957.49663318037,94787.15665983556,0.0,0.25,0.015836614451292363,0.036186018862545924,0,0,user,False,False,hold,,,,,,,,,,accepted,,,True,,,,,,,,,,False,False,not_applicable,,
32,2020-08-17,33,2020-08-24,94787.15665983556,94156.79874022202,1,1,0,0,74957.49663318037,94156.79874022202,0.0,0.25,0.015218339098142297,0.03693877008952104,0,0,user,False,False,hold,,,,,,,,,,accepted,,,True,,,,,,,,,,False,False,not_applicable,,
33,2020-08-24,34,2020-08-31,94156.79874022202,93751.73349944838,1,1,0,0,74957.49663318037,93751.73349944838,0.0,0.25,0.014278185344689243,0.036564459391665284,0,0,user,False,False,hold,,,,,,,,,,accepted,,,True,,,,,,,,,,False,False,not_applicable,,
34,2020-08-31,35,2020-09-07,93751.73349944838,94092.0815194318,1,1,0,0,74957.49663318037,94092.0815194318,0.0,0.25,0.01478347393271365,0.03192466160088595,0,0,user,False,False,hold,,,,,,,,,,accepted,,,True,,,,,,,,,,False,False,not_applicable,,
35,2020-09-07,36,2020-09-14,94092.0815194318,94276.21009647094,1,1,0,0,74957.49663318037,94276.21009647094,0.0,0.25,0.015052555549834154,0.03303473014285534,0,0,user,False,False,hold,,,,,,,,,,accepted,,,True,,,,,,,,,,False,False,not_applicable,,
36,2020-09-14,37,2020-09-21,94276.21009647094,94536.23875704601,1,1,0,0,74957.49663318037,94536.23875704601,0.0,0.25,0.015338963961528711,0.03438565071543313,0,0,user,False,False,hold,,,,,,,,,,accepted,,,True,,,,,,,,,,False,False,not_applicable,,
37,2020-09-21,38,2020-09-28,94536.23875704601,94008.94560871458,1,1,0,0,74957.49663318037,94008.94560871458,0.0,0.25,0.014680417655866595,0.032952828063218115,0,0,user,False,False,hold,,,,,,,,,,accepted,,,True,,,,,,,,,,False,False,not_applicable,,
38,2020-09-28,39,2020-10-05,94008.94560871458,93802.3478445144,1,1,0,0,74957.49663318037,93802.3478445144,0.0,0.25,0.014330421820207283,0.032225024605778176,0,0,user,False,False,hold,,,,,,,,,,accepted,,,True,,,,,,,,,,False,False,not_applicable,,
39,2020-10-05,40,2020-10-12,93802.3478445144,94097.11463173671,1,1,0,0,74957.49663318037,94097.11463173671,0.0,0.25,0.015118704848082355,0.029467035002184852,0,0,user,False,False,hold,,,,,,,,,,accepted,,,True,,,,,,,,,,False,False,not_applicable,,
40,2020-10-12,41,2020-10-19,94097.11463173671,94743.80396214667,1,1,0,0,74957.49663318037,94743.80396214667,0.0,0.25,0.016405159022986688,0.03348913267230928,0,0,user,False,False,hold,,,,,,,,,,accepted,,,True,,,,,,,,,,False,False,not_applicable,,
41,2020-10-19,42,2020-10-26,94743.80396214667,94684.86098118762,1,1,0,0,74957.49663318037,94684.86098118762,0.0,0.25,0.01622905097088642,0.03287008974702763,0,0,user,False,False,hold,,,,,,,,,,accepted,,,True,,,,,,,,,,False,False,not_applicable,,
42,2020-10-26,43,2020-11-02,94684.86098118762,94753.13351459493,1,1,0,0,74957.49663318037,94753.13351459493,0.0,0.25,0.016488390451640415,0.029510115893397307,0,0,user,False,False,hold,,,,,,,,,,accepted,,,True,,,,,,,,,,False,False,not_applicable,,
43,2020-11-02,44,2020-11-09,94753.13351459493,94842.24144615732,1,1,0,0,74957.49663318037,94842.24144615732,0.0,0.25,0.016630740380183986,0.02935532197443723,0,0,user,False,False,hold,,,,,,,,,,accepted,,,True,,,,,,,,,,False,False,not_applicable,,
44,2020-11-09,45,2020-11-16,94842.24144615732,95099.68324235863,1,1,0,0,74957.49663318037,95099.68324235863,0.0,0.25,0.016858472087673403,0.025436709076686465,0,0,user,False,False,hold,,,,,,,,,,accepted,,,True,,,,,,,,,,False,False,not_applicable,,
45,2020-11-16,46,2020-11-23,95099.68324235863,95457.69564802255,1,1,0,0,74957.49663318037,95457.69564802255,0.0,0.25,0.01786120209551903,0.023171325171723677,0,0,user,False,False,hold,,,,,,,,,,accepted,,,True,,,,,,,,,,False,False,not_applicable,,
46,2020-11-23,47,2020-11-30,95457.69564802255,95644.59530877938,1,1,0,0,74957.49663318037,95644.59530877938,0.0,0.25,0.018263191987050367,0.022705061836718457,0,0,user,False,False,hold,,,,,,,,,,accepted,,,True,,,,,,,,,,False,False,not_applicable,,
47,2020-11-30,48,2020-12-07,95644.59530877938,95584.78549289555,1,1,0,0,74957.49663318037,95584.78549289555,0.0,0.25,0.01837798617088289,0.02302067827073207,0,0,user,False,False,hold,,,,,,,,,,accepted,,,True,,,,,,,,,,False,False,not_applicable,,
48,2020-12-07,49,2020-12-14,95584.78549289555,95904.53970077613,1,1,0,0,74957.49663318037,95904.53970077613,0.0,0.25,0.019511057619880673,0.023244810670994046,0,0,user,False,False,hold,,,,,,,,,,accepted,,,True,,,,,,,,,,False,False,not_applicable,,
49,2020-12-14,50,2020-12-21,95904.53970077613,95335.20013884964,1,1,0,0,74957.49663318037,95335.20013884964,0.0,0.25,0.018017515667715162,0.023749907350084587,0,0,user,False,False,hold,,,,,,,,,,accepted,,,True,,,,,,,,,,False,False,not_applicable,,
50,2020-12-21,51,2020-12-28,95335.20013884964,95396.34077689778,1,1,0,0,74957.49663318037,95396.34077689778,0.0,0.25,0.018045998878693237,0.022551728121607974,0,0,user,False,False,hold,,,,,,,,,,accepted,,,True,,,,,,,,,,False,False,not_applicable,,
51,2020-12-28,52,2021-01-04,95396.34077689778,95657.11448974573,1,1,0,0,74957.49663318037,95657.11448974573,0.0,0.25,0.018924546587569802,0.022419192980930466,0,0,user,False,False,hold,,,,,,,,,,accepted,,,True,,,,,,,,,,False,False,not_applicable,,
52,2021-01-04,53,2021-01-11,95657.11448974573,95981.010540868,1,1,0,0,74957.49663318037,95981.010540868,0.0,0.25,0.019187093462352117,0.01936693777160536,0,0,user,False,False,hold,,,,,,,,,,accepted,,,True,,,,,,,,,,False,False,not_applicable,,
53,2021-01-11,54,2021-01-18,95981.010540868,95727.77921808121,1,1,0,0,74957.49663318037,95727.77921808121,0.0,0.25,0.019094139998651755,0.020622245578455618,0,0,user,False,False,hold,,,,,,,,,,accepted,,,True,,,,,,,,,,False,False,not_applicable,,
54,2021-01-18,55,2021-01-25,95727.77921808121,96342.33869109496,1,1,0,0,74957.49663318037,96342.33869109496,0.0,0.25,0.0194552084913532,0.023552014856590076,0,0,user,False,False,hold,,,,,,,,,,accepted,,,True,,,,,,,,,,False,False,not_applicable,,
55,2021-01-25,56,2021-02-01,96342.33869109496,95903.30790767707,1,1,0,0,74957.49663318037,95903.30790767707,0.0,0.25,0.01855942669667952,0.026633835142259216,0,0,user,False,False,hold,,,,,,,,,,accepted,,,True,,,,,,,,,,False,False,not_applicable,,
56,2021-02-01,57,2021-02-08,95903.30790767707,96319.0565175706,1,1,0,0,74957.49663318037,96319.0565175706,0.0,0.25,0.01921654473506189,0.027347698713468142,0,0,user,False,False,hold,,,,,,,,,,accepted,,,True,,,,,,,,,,False,False,not_applicable,,
57,2021-02-08,58,2021-02-15,96319.0565175706,95380.44983289111,1,1,0,0,74957.49663318037,95380.44983289111,0.0,0.25,0.017425223998673963,0.03461439878649888,0,0,user,False,False,hold,,,,,,,,,,accepted,,,True,,,,,,,,,,False,False,not_applicable,,
58,2021-02-15,59,2021-02-22,95380.44983289111,96140.36739160951,1,1,0,0,74957.49663318037,96140.36739160951,0.0,0.25,0.01839815838401165,0.03830791623234347,0,0,user,False,False,hold,,,,,,,,,,accepted,,,True,,,,,,,,,,False,False,not_applicable,,
59,2021-02-22,60,2021-03-01,96140.36739160951,96191.39015764756,1,1,0,0,74957.49663318037,96191.39015764756,0.0,0.25,0.018598149930851737,0.03823273050662455,0,0,user,False,False,hold,,,,,,,,,,accepted,,,True,,,,,,,,,,False,False,not_applicable,,
60,2021-03-01,61,2021-03-08,96191.39015764756,95621.97776542825,1,1,0,0,74957.49663318037,95621.97776542825,0.0,0.25,0.017686353945429775,0.03984958073994647,0,0,user,False,False,hold,,,,,,,,,,accepted,,,True,,,,,,,,,,False,False,not_applicable,,
61,2021-03-08,62,2021-03-15,95621.97776542825,95962.29259791665,1,1,0,0,74957.49663318037,95962.29259791665,0.0,0.25,0.018338121215178072,0.038295631621367024,0,0,user,False,False,hold,,,,,,,,,,accepted,,,True,,,,,,,,,,False,False,not_applicable,,
62,2021-03-15,63,2021-03-22,95962.29259791665,96933.22918569835,1,1,0,0,74957.49663318037,96933.22918569835,0.0,0.25,0.020323885669507012,0.04312783187297242,0,0,user,False,False,hold,,,,,,,,,,accepted,,,True,,,,,,,,,,False,False,not_applicable,,
63,2021-03-22,64,2021-03-29,96933.22918569835,97143.02773771585,1,1,0,0,74957.49663318037,97143.02773771585,0.0,0.25,0.02139561482602674,0.04305695979086856,0,0,user,False,False,hold,,,,,,,,,,accepted,,,True,,,,,,,,,,False,False,not_applicable,,
64,2021-03-29,65,2021-04-05,97143.02773771585,97516.13078726607,1,1,0,0,74957.49663318037,97516.13078726607,0.0,0.25,0.02205442389453135,0.04317139840858908,0,0,user,False,False,hold,,,,,,,,,,accepted,,,True,,,,,,,,,,False,False,not_applicable,,
65,2021-04-05,66,2021-04-12,97516.13078726607,97838.38825506649,1,1,0,0,74957.49663318037,97838.38825506649,0.0,0.25,0.022597973318695425,0.04235628400760806,0,0,user,False,False,hold,,,,,,,,,,accepted,,,True,,,,,,,,,,False,False,not_applicable,,
66,2021-04-12,67,2021-04-19,97838.38825506649,96935.64638056952,1,1,0,0,74957.49663318037,96935.64638056952,0.0,0.25,0.02157030865382448,0.046681688673034606,0,0,user,False,False,hold,,,,,,,,,,accepted,,,True,,,,,,,,,,False,False,not_applicable,,
67,2021-04-19,68,2021-04-26,96935.64638056952,96722.99445229021,1,1,0,0,74957.49663318037,96722.99445229021,0.0,0.25,0.021218376684083662,0.04571300278692441,0,0,user,False,False,hold,,,,,,,,,,accepted,,,True,,,,,,,,,,False,False,not_applicable,,
68,2021-04-26,69,2021-05-03,96722.99445229021,95677.95633899109,1,1,0,0,74957.49663318037,95677.95633899109,0.0,0.25,0.018847638851542524,0.050695682632190556,0,0,user,False,False,hold,,,,,,,,,,accepted,,,True,,,,,,,,,,False,False,not_applicable,,
69,2021-05-03,70,2021-05-10,95677.95633899109,96349.26722578994,1,1,0,0,74957.49663318037,96349.26722578994,0.0,0.25,0.020178754253645285,0.048219982843172034,0,0,user,False,False,hold,,,,,,,,,,accepted,,,True,,,,,,,,,,False,False,not_applicable,,
70,2021-05-10,71,2021-05-17,96349.26722578994,96257.5832286567,1,1,0,0,74957.49663318037,96257.5832286567,0.0,0.25,0.019722353986671045,0.04551266985220072,0,0,user,False,False,hold,,,,,,,,,,accepted,,,True,,,,,,,,,,False,False,not_applicable,,
71,2021-05-17,72,2021-05-24,96257.5832286567,95811.09780992335,1,1,0,0,74957.49663318037,95811.09780992335,0.0,0.25,0.01856415521994789,0.04654736629279069,0,0,user,False,False,hold,,,,,,,,,,accepted,,,True,,,,,,,,,,False,False,not_applicable,,
72,2021-05-24,73,2021-05-31,95811.09780992335,96841.12593753077,1,1,0,0,74957.49663318037,96841.12593753077,0.0,0.25,0.019787082860771656,0.04983487729859395,0,0,user,False,False,hold,,,,,,,,,,accepted,,,True,,,,,,,,,,False,False,not_applicable,,
73,2021-05-31,74,2021-06-07,96841.12593753077,96170.3854868427,1,1,0,0,74957.49663318037,96170.3854868427,0.0,0.25,0.019291233087815825,0.052092130420942816,0,0,user,False,False,hold,,,,,,,,,,accepted,,,True,,,,,,,,,,False,False,not_applicable,,
74,2021-06-07,75,2021-06-14,96170.3854868427,97065.87255967793,1,1,0,0,74957.49663318037,97065.87255967793,0.0,0.25,0.02055104324622136,0.05139746992140391,0,0,user,False,False,hold,,,,,,,,,,accepted,,,True,,,,,,,,,,False,False,not_applicable,,
75,2021-06-14,76,2021-06-21,97065.87255967793,98072.42710115825,1,1,0,0,74957.49663318037,98072.42710115825,0.0,0.25,0.022551112161255313,0.055567424642331095,0,0,user,False,False,hold,,,,,,,,,,accepted,,,True,,,,,,,,,,False,False,not_applicable,,
76,2021-06-21,77,2021-06-28,98072.42710115825,98492.13597573698,1,1,0,0,74957.49663318037,98492.13597573698,0.0,0.25,0.023095368151768086,0.05568776837663759,0,0,user,False,False,hold,,,,,,,,,,accepted,,,True,,,,,,,,,,False,False,not_applicable,,
77,2021-06-28,78,2021-07-05,98492.13597573698,97297.28291117933,1,1,0,0,74957.49663318037,97297.28291117933,0.0,0.25,0.021541833112218387,0.06148889893489289,0,0,user,False,False,hold,,,,,,,,,,accepted,,,True,,,,,,,,,,False,False,not_applicable,,
78,2021-07-05,79,2021-07-12,97297.28291117933,97600.99944487974,1,1,0,0,74957.49663318037,97600.99944487974,0.0,0.25,0.022010169918555603,0.058431887700390234,0,0,user,False,False,hold,,,,,,,,,,accepted,,,True,,,,,,,,,,False,False,not_applicable,,
79,2021-07-12,80,2021-07-19,97600.99944487974,98548.20156071817,1,1,0,0,74957.49663318037,98548.20156071817,0.0,0.25,0.023430007076357225,0.06093596040103699,0,0,user,False,False,hold,,,,,,,,,,accepted,,,True,,,,,,,,,,False,False,not_applicable,,
80,2021-07-19,81,2021-07-26,98548.20156071817,98868.76208389603,1,1,0,0,74957.49663318037,98868.76208389603,0.0,0.25,0.023708221219617246,0.054026890822770526,0,0,user,False,False,hold,,,,,,,,,,accepted,,,True,,,,,,,,,,False,False,not_applicable,,
81,2021-07-26,82,2021-08-02,98868.76208389603,98588.3115443805,1,1,0,0,74957.49663318037,98588.3115443805,0.0,0.25,0.02285673810301226,0.054240243664691656,0,0,user,False,False,hold,,,,,,,,,,accepted,,,True,,,,,,,,,,False,False,not_applicable,,
82,2021-08-02,83,2021-08-09,98588.3115443805,98682.75069237543,1,1,0,0,74957.49663318037,98682.75069237543,0.0,0.25,0.022744813919019825,0.053907839132563966,0,0,user,False,False,hold,,,,,,,,,,accepted,,,True,,,,,,,,,,False,False,not_applicable,,
83,2021-08-09,84,2021-08-16,98682.75069237543,97885.62052174391,1,1,0,0,74957.49663318037,97885.62052174391,0.0,0.25,0.020915749147106963,0.05637349667871758,0,0,user,False,False,hold,,,,,,,,,,accepted,,,True,,,,,,,,,,False,False,not_applicable,,
84,2021-08-16,85,2021-08-23,97885.62052174391,96495.74225678472,1,1,0,0,74957.49663318037,96495.74225678472,0.0,0.25,0.018372910810447268,0.06148130206863279,0,0,user,False,False,hold,,,,,,,,,,accepted,,,True,,,,,,,,,,False,False,not_applicable,,
85,2021-08-23,86,2021-08-30,96495.74225678472,95762.26842669985,1,1,0,0,74957.49663318037,95762.26842669985,0.0,0.25,0.0171744368355692,0.06184426727406672,0,0,user,False,False,hold,,,,,,,,,,accepted,,,True,,,,,,,,,,False,False,not_applicable,,
86,2021-08-30,87,2021-09-06,95762.26842669985,95818.46841573445,1,1,0,0,74957.49663318037,95818.46841573445,0.0,0.25,0.01745117902746067,0.05797821523895228,0,0,user,False,False,hold,,,,,,,,,,accepted,,,True,,,,,,,,,,False,False,not_applicable,,
87,2021-09-06,88,2021-09-13,95818.46841573445,96179.98432826056,1,1,0,0,74957.49663318037,96179.98432826056,0.0,0.25,0.01841031513734964,0.053307953296647836,0,0,user,False,False,hold,,,,,,,,,,accepted,,,True,,,,,,,,,,False,False,not_applicable,,
88,2021-09-13,89,2021-09-20,96179.98432826056,96161.49899235557,1,1,0,0,74957.49663318037,96161.49899235557,0.0,0.25,0.01867521112505777,0.05176241027932387,0,0,user,False,False,hold,,,,,,,,,,accepted,,,True,,,,,,,,,,False,False,not_applicable,,
89,2021-09-20,90,2021-09-27,96161.49899235557,95331.6945537953,1,1,0,0,74957.49663318037,95331.6945537953,0.0,0.25,0.017351103410465328,0.04890810245486938,0,0,user,False,False,hold,,,,,,,,,,accepted,,,True,,,,,,,,,,False,False,not_applicable,,
90,2021-09-27,91,2021-10-04,95331.6945537953,94412.80441000116,1,1,0,0,74957.49663318037,94412.80441000116,0.0,0.25,0.015990359990615738,0.05019096953871891,0,0,user,False,False,hold,,,,,,,,,,accepted,,,True,,,,,,,,,,False,False,not_applicable,,
91,2021-10-04,92,2021-10-11,94412.80441000116,94367.55782269433,1,1,0,0,74957.49663318037,94367.55782269433,0.0,0.25,0.016096189191377473,0.04211326736876611,0,0,user,False,False,hold,,,,,,,,,,accepted,,,True,,,,,,,,,,False,False,not_applicable,,
92,2021-10-11,93,2021-10-18,94367.55782269433,94487.12585776376,1,1,0,0,74957.49663318037,94487.12585776376,0.0,0.25,0.01639526695595412,0.0407680714804623,0,0,user,False,False,hold,,,,,,,,,,accepted,,,True,,,,,,,,,,False,False,not_applicable,,
93,2021-10-18,94,2021-10-25,94487.12585776376,94426.04437072432,1,1,0,0,74957.49663318037,94426.04437072432,0.0,0.25,0.0158766960302888,0.04125926706655474,0,0,user,False,False,hold,,,,,,,,,,accepted,,,True,,,,,,,,,,False,False,not_applicable,,
94,2021-10-25,95,2021-11-01,94426.04437072432,95008.87457481619,1,1,0,0,74957.49663318037,95008.87457481619,0.0,0.25,0.01660719265324718,0.04519888255059257,0,0,user,False,False,hold,,,,,,,,,,accepted,,,True,,,,,,,,,,False,False,not_applicable,,
95,2021-11-01,96,2021-11-08,95008.87457481619,94949.40140300435,1,1,0,0,74957.49663318037,94949.40140300435,0.0,0.25,0.016653077552939224,0.04399416131679221,0,0,user,False,False,hold,,,,,,,,,,accepted,,,True,,,,,,,,,,False,False,not_applicable,,
