date,ticker,open,high,low,close,volume
2020-03-23,HD,298.2454,298.5185,292.2175,294.4232,48212923
2020-03-23,JNJ,140.8231,143.8826,139.9017,143.2254,14203697
2020-03-23,JPM,165.0904,165.5291,161.2955,165.1375,40398192
2020-03-23,MA,423.7737,451.7861,422.4453,446.347,13013108
2020-03-23,META,370.6232,384.1493,358.9241,381.6439,32730021
2020-03-23,MSFT,241.427,247.8832,240.2729,246.4725,54578673
2020-03-23,NVDA,277.0917,299.139,261.0608,291.696,84590561
2020-03-23,PG,143.952,146.0921,142.4958,146.0257,80126191
2020-03-23,UNH,482.3946,492.0294,452.9539,457.9234,19327497
2020-03-23,V,232.6189,236.4398,227.7745,229.4169,58052179
2020-03-23,XOM,66.1681,67.2568,60.6073,60.6493,34954013
2020-03-30,AAPL,135.1742,137.9363,134.9639,137.3603,20995582
2020-03-30,AMZN,2696.5664,2781.3658,2502.3165,2599.4489,34159984
2020-03-30,BRK-B,259.7745,259.8744,253.8515,256.0174,81862882
2020-03-30,GOOGL,3069.9986,3092.0887,2913.9494,2943.5983,94709737
2020-03-30,HD,293.5014,310.7331,289.6518,304.8644,64081377
2020-03-30,JNJ,144.1508,145.4918,142.2422,144.4622,18362993
2020-03-30,JPM,164.8753,171.1633,164.5737,170.1072,30631684
2020-03-30,MA,447.7002,451.3566,429.6395,431.9118,20189021
2020-03-30,META,385.0883,394.9889,363.9959,373.9802,36053551
2020-03-30,MSFT,246.0357,254.1693,245.5383,253.4763,74316894
2020-03-30,NVDA,293.3251,303.0829,282.5622,295.9283,64968322
2020-03-30,PG,145.9527,149.8382,144.7348,149.6084,126829089
2020-03-30,UNH,454.7142,455.6193,450.7033,450.7233,14925863
2020-03-30,V,228.4537,228.8502,224.0307,224.2353,74718411
2020-03-30,XOM,60.2882,61.5694,56.1732,56.9978,26515959
2020-04-06,AAPL,136.439,137.2755,134.972,135.8477,22042298
2020-04-06,AMZN,2585.213,2622.7328,2452.7987,2455.4499,46402106
2020-04-06,BRK-B,256.0966,259.2571,249.9113,251.8633,46241799
2020-04-06,GOOGL,2907.354,2969.7511,2876.8,2921.6894,80513380
2020-04-06,HD,304.2504,307.5037,293.4638,296.1832,40018030
2020-04-06,JNJ,144.5676,146.0009,141.3994,141.5899,15255695
2020-04-06,JPM,169.0269,176.4304,168.8143,176.0739,20726553
2020-04-06,MA,433.8833,456.5124,430.8277,454.9525,29870441
2020-04-06,META,384.1543,395.8903,365.7862,375.3097,23720166
2020-04-06,MSFT,251.3582,265.5508,241.5328,262.0961,45047914
2020-04-06,NVDA,292.8708,312.7907,290.2045,308.9748,78490947
2020-04-06,PG,149.5448,160.1164,148.081,159.4112,96242699
2020-04-06,UNH,449.8926,457.9016,444.6545,456.3839,18453146
2020-04-06,V,224.0235,224.913,220.4778,223.5488,61974916
2020-04-06,XOM,56.0276,57.8973,53.9138,55.1002,26452248
2020-04-13,AAPL,135.8559,139.0862,135.3696,138.5523,17061643
2020-04-13,AMZN,2429.3173,2447.295,2178.3925,2198.0529,22220099
2020-04-13,BRK-B,251.9433,254.3513,251.9416,253.8354,59821058
2020-04-13,GOOGL,2927.805,2970.9998,2908.8546,2921.9069,49226500
2020-04-13,HD,295.323,296.2321,283.9488,285.5254,71206669
2020-04-13,JNJ,141.7596,141.9619,140.5551,141.575,8528242
2020-04-13,JPM,175.2372,178.5396,172.2112,177.8831,39305865
2020-04-13,MA,454.1003,456.6821,449.8025,453.4872,31483688
2020-04-13,META,376.8921,397.9314,373.2811,384.835,25624728
2020-04-13,MSFT,264.1023,264.8442,251.0409,254.0426,70456116
2020-04-13,NVDA,306.3042,306.7673,271.4495,277.1859,51426871
2020-04-13,PG,161.8101,162.7923,150.7065,152.4227,58472048
2020-04-13,UNH,454.6113,463.6763,452.085,461.2623,8236970
2020-04-13,V,224.1368,227.4427,221.0584,226.3473,54922823
2020-04-13,XOM,55.0985,56.035,52.4723,52.8416,28581553
2020-04-20,AAPL,138.4865,140.805,136.1772,138.161,11144243
2020-04-20,AMZN,2204.5525,2499.8445,2175.5957,2413.7242,39678456
2020-04-20,BRK-B,251.7103,264.2431,247.6577,260.169,45248677
2020-04-20,GOOGL,2892.3257,2937.8769,2869.5472,2909.7787,62366014
2020-04-20,HD,285.642,294.2036,273.4163,275.6539,37454308
2020-04-20,JNJ,140.3491,141.8671,139.8663,140.4711,23004657
2020-04-20,JPM,179.8546,180.4939,175.657,177.6737,40878408
2020-04-20,MA,457.9652,460.3676,444.2656,451.1589,26342608
2020-04-20,META,386.6446,395.6497,378.9851,389.1245,18237687
2020-04-20,MSFT,252.145,265.5496,251.3813,263.5371,73013493
2020-04-20,NVDA,276.2479,308.2361,273.0915,299.8422,106022966
2020-04-20,PG,151.8517,151.9253,147.6824,148.5146,70247273
2020-04-20,UNH,460.3485,464.484,452.725,462.1212,14988107
2020-04-20,V,228.7612,230.2324,227.2159,229.48,49416379
2020-04-20,XOM,52.8505,55.3109,52.7202,55.3019,49072883
2020-04-27,AAPL,136.797,137.737,129.8104,132.9493,23059184
2020-04-27,AMZN,2387.8351,2397.9987,2276.1101,2296.1112,53876938
2020-04-27,BRK-B,260.2548,260.3226,252.505,252.9511,37158151
2020-04-27,GOOGL,2926.4901,3002.3756,2764.4294,2962.5594,78163696
2020-04-27,HD,272.683,285.0995,271.9709,282.4763,64675747
2020-04-27,JNJ,140.5428,141.8157,140.0021,140.503,7797126
2020-04-27,JPM,177.3227,177.9128,175.8073,177.4586,34741978
2020-04-27,MA,453.3644,454.8094,420.4262,424.3429,22080581
2020-04-27,META,391.8754,419.5789,390.2546,419.1353,35045000
2020-04-27,MSFT,262.4634,263.6969,262.1006,263.6759,78819811
2020-04-27,NVDA,304.9447,330.3497,302.26,326.7505,42865916
2020-04-27,PG,148.2599,154.1514,146.8414,153.2543,109562925
2020-04-27,UNH,460.9744,472.7193,459.6122,465.8478,17511045
2020-04-27,V,229.8033,244.4637,229.4162,240.5777,43861910
2020-04-27,XOM,55.0832,55.8048,54.7451,55.5249,22150721
2020-05-04,AAPL,132.7537,138.4411,132.2167,136.8895,17235117
2020-05-04,AMZN,2292.96,2309.2714,2216.5635,2227.0281,30596692
2020-05-04,BRK-B,253.434,256.5456,233.1144,236.0947,85341931
2020-05-04,GOOGL,2972.3268,2991.9234,2830.131,2867.1829,100524167
2020-05-04,HD,285.0964,289.5623,278.8839,279.5001,46161463
2020-05-04,JNJ,140.1827,144.9129,139.2512,144.7362,8152337
2020-05-04,JPM,176.6507,182.0945,176.4043,179.0837,21176800
2020-05-04,MA,430.9784,436.5119,407.6052,407.7585,18710220
2020-05-04,META,428.1559,446.1565,421.358,442.6725,34618592
2020-05-04,MSFT,263.0966,265.903,249.3968,249.6474,65516331
2020-05-04,NVDA,325.2502,335.2561,324.9709,335.0634,73990114
2020-05-04,PG,152.8261,155.7713,151.9148,153.7644,68631786
2020-05-04,UNH,471.1059,479.0341,448.8568,452.1911,17376199
2020-05-04,V,239.9501,241.0111,237.837,239.3804,59231867
2020-05-04,XOM,54.1644,55.8409,53.4577,54.8983,26378455
2020-05-11,AAPL,137.0844,137.8974,125.9997,127.8452,22694360
2020-05-11,AMZN,2242.7521,2250.566,2209.6194,2219.6767,20695274
2020-05-11,BRK-B,238.5442,241.293,233.3354,234.2698,29483742
2020-05-11,GOOGL,2893.2091,2914.2811,2881.1244,2909.0367,98950643
2020-05-11,HD,276.7544,280.2675,274.2109,279.4871,62765822
2020-05-11,JNJ,144.1785,147.0625,143.3211,146.6568,10264914
2020-05-11,JPM,179.8112,188.4521,179.1401,188.1479,30878979
2020-05-11,MA,406.0239,409.039,387.6018,388.9115,25468165
2020-05-11,META,445.793,509.268,439.7497,496.1212,36691218
2020-05-11,MSFT,248.1236,252.12,229.4404,230.1573,113938774
2020-05-11,NVDA,337.2205,347.4389,300.603,309.1993,79654386
2020-05-11,PG,155.5732,158.1352,149.9783,150.4652,99124809
2020-05-11,UNH,451.4476,484.6237,448.4175,477.631,12194964
2020-05-11,V,238.9475,253.7947,237.4429,251.2501,42015627
2020-05-11,XOM,56.0998,56.3963,52.5894,53.8611,53116809
2020-05-18,AAPL,127.8648,130.2604,124.9936,125.3446,10539041
2020-05-18,AMZN,2233.6505,2466.7236,2227.0362,2404.6778,29106928
2020-05-18,BRK-B,235.0475,243.1069,234.6553,242.5776,54968629
2020-05-18,GOOGL,2919.055,2963.4555,2745.3836,2755.5979,71318117
2020-05-18,HD,279.6672,280.1607,262.6216,266.1873,64838671
2020-05-18,JNJ,147.4806,148.7546,146.2273,147.9679,12488358
2020-05-18,JPM,188.5286,192.5024,179.141,179.3166,25228466
2020-05-18,MA,386.6866,396.7259,385.6302,395.8426,22351374
2020-05-18,META,502.0858,509.807,488.4107,504.5125,23053109
2020-05-18,MSFT,230.8247,230.9698,219.9794,221.2898,50836912
2020-05-18,NVDA,309.789,353.745,288.5165,333.1347,42293079
2020-05-18,PG,151.2656,151.3515,145.5034,146.0869,66859798
2020-05-18,UNH,475.7999,491.0251,474.4156,481.7329,14252102
2020-05-18,V,252.2602,258.6851,251.8498,256.752,91346192
2020-05-18,XOM,54.1348,55.2213,53.6028,54.8459,28400699
2020-05-25,AAPL,125.9977,127.0166,125.7104,126.3424,10880915
2020-05-25,AMZN,2393.3775,2465.1861,2384.9467,2464.117,42535246
2020-05-25,BRK-B,241.9888,250.9954,237.3508,247.7614,66666041
2020-05-25,GOOGL,2749.5083,2764.5736,2664.3353,2700.2191,101216385
2020-05-25,HD,265.7264,266.0887,256.5215,259.7553,40136034
2020-05-25,JNJ,148.8954,149.4191,147.8889,148.0788,20538851
2020-05-25,JPM,180.3643,182.0081,177.723,178.9117,20683774
2020-05-25,MA,396.4896,400.8455,396.1664,399.4256,33040782
2020-05-25,META,500.9546,517.3867,499.6654,510.7458,14659383
2020-05-25,MSFT,221.8384,224.6038,219.9293,223.645,89226656
2020-05-25,NVDA,332.8844,336.9748,309.1926,318.4265,42214552
2020-05-25,PG,145.684,153.3624,144.4551,152.1538,131963829
2020-05-25,UNH,479.2593,491.9739,475.0839,491.0157,14089784
2020-05-25,V,257.3764,270.1498,255.7514,268.9966,96320304
2020-05-25,XOM,55.0094,55.6316,54.6337,55.1282,40312541
2020-06-01,AAPL,125.7705,126.1697,119.2847,120.637,19672026
2020-06-01,AMZN,2445.9325,2477.5481,2378.8806,2431.9123,49898775
2020-06-01,BRK-B,248.4816,249.774,241.7597,246.3803,81613258
2020-06-01,GOOGL,2705.714,2828.1431,2673.3683,2799.7528,94225193
2020-06-01,HD,259.9686,263.1007,249.9561,254.9637,43487583
2020-06-01,JNJ,147.6761,154.2536,147.4218,153.727,20981600
2020-06-01,JPM,178.984,181.4495,169.2501,170.6934,41187194
2020-06-01,MA,401.0742,425.0532,398.5656,424.1699,21252918
2020-06-01,META,515.1361,520.5384,470.3209,473.5513,24990022
2020-06-01,MSFT,221.9869,236.8515,221.7207,231.6357,107804051
2020-06-01,NVDA,320.6451,357.715,318.3086,355.4149,89701754
2020-06-01,PG,151.9255,152.1369,149.5742,151.5066,68130472
2020-06-01,UNH,494.7529,517.4191,491.2379,494.0044,21887992
2020-06-01,V,265.6509,268.8287,264.6454,266.3616,44043890
2020-06-01,XOM,55.3324,55.8702,50.4806,51.8894,37088397
2020-06-08,AAPL,119.2513,120.4243,117.3671,119.7167,17792000
2020-06-08,AMZN,2442.6982,2500.3934,2435.3645,2498.7119,50082957
2020-06-08,BRK-B,245.7125,250.117,242.6147,249.8947,30314716
2020-06-08,GOOGL,2825.2776,2935.9453,2742.1621,2914.3226,43204099
2020-06-08,HD,257.3305,271.918,255.1158,267.4391,52269587
2020-06-08,JNJ,153.8865,156.3577,153.3549,156.3052,17778071
2020-06-08,JPM,169.4043,170.6579,166.3823,168.4486,17032939
2020-06-08,MA,425.8415,434.4755,425.4279,432.8532,33249131
2020-06-08,META,478.322,484.9794,442.5447,456.1895,21634411
2020-06-08,MSFT,231.265,247.8813,231.246,246.3029,113015486
2020-06-08,NVDA,352.1859,381.3686,348.2373,375.8649,65167113
2020-06-08,PG,151.7092,153.7405,150.0557,150.2859,84332236
2020-06-08,UNH,493.9931,495.0967,469.4041,471.7652,15834128
2020-06-08,V,267.2114,272.3878,266.2076,271.1331,53575573
2020-06-08,XOM,52.2412,54.3286,51.7214,53.0406,25376394
2020-06-15,AAPL,118.3968,138.6622,117.8082,133.3815,14995338
2020-06-15,AMZN,2575.2758,2602.1209,2451.8649,2490.1088,40725422
2020-06-15,BRK-B,250.3156,250.7792,240.6954,240.857,55761953
2020-06-15,GOOGL,2918.7196,2973.669,2857.7053,2961.4342,83029234
2020-06-15,HD,267.0714,268.1969,264.5049,265.8037,34971540
2020-06-15,JNJ,157.0731,157.8707,156.3297,156.6536,11056749
2020-06-15,JPM,169.1743,174.0174,157.7377,158.5972,24415604
2020-06-15,MA,433.9347,442.2921,415.4297,417.7801,32122680
2020-06-15,META,457.6304,463.9191,437.6634,439.3602,31862906
2020-06-15,MSFT,249.6065,253.1574,235.1385,237.8815,65190432
2020-06-15,NVDA,377.6147,391.0985,365.8771,383.6441,108196997
2020-06-15,PG,149.3186,149.6496,143.7069,144.86,96622727
2020-06-15,UNH,471.815,490.2645,471.0655,474.429,16780081
2020-06-15,V,271.0917,275.2301,269.7501,269.8104,104902764
2020-06-15,XOM,53.4797,53.5756,51.132,51.1567,29369112
2020-06-22,AAPL,133.2486,134.9232,131.1205,131.3637,11545346
2020-06-22,AMZN,2511.903,2526.1261,2475.6449,2523.0382,52226183
2020-06-22,BRK-B,242.031,247.0403,232.4059,234.2693,35396534
2020-06-22,GOOGL,2957.6643,3024.4412,2607.9965,2611.1656,40641767
2020-06-22,HD,265.3173,266.9893,239.4389,244.3664,69587277
2020-06-22,JNJ,156.2193,163.5346,155.9017,162.5439,17456737
2020-06-22,JPM,157.9615,161.4764,155.2082,158.8522,29877232
2020-06-22,MA,415.6696,436.9809,412.8158,436.7328,26591147
2020-06-22,META,439.1213,476.4484,429.8727,475.5328,22661109
2020-06-22,MSFT,240.1092,245.3259,237.89,243.3945,46049825
2020-06-22,NVDA,383.293,408.1263,370.6659,389.4654,62254902
2020-06-22,PG,144.2184,145.8859,143.2035,145.096,97473105
2020-06-22,UNH,478.2709,485.7839,438.7217,450.1459,9199626
2020-06-22,V,268.3255,279.4096,267.6947,277.817,84053770
2020-06-22,XOM,51.0139,53.6805,50.8423,53.1021,51386454
2020-06-29,AAPL,131.0839,131.1353,124.5836,126.2125,22876993
2020-06-29,AMZN,2564.5531,2628.6345,2564.1496,2602.1807,56223387
2020-06-29,BRK-B,235.6638,237.554,231.1414,233.8159,44311851
2020-06-29,GOOGL,2585.9185,2616.4917,2430.862,2495.7417,36880676
2020-06-29,HD,249.8282,261.1858,249.0161,256.8471,67543350
2020-06-29,JNJ,162.7855,163.6244,158.6188,161.0885,21095069
2020-06-29,JPM,159.1703,161.3343,156.302,156.7873,30593339
2020-06-29,MA,438.7378,444.4385,429.8907,437.1775,32363312
2020-06-29,META,485.0003,489.3882,473.3491,476.1488,35245742
2020-06-29,MSFT,243.5093,247.803,240.5784,246.5135,96231763
2020-06-29,NVDA,396.3506,406.2972,393.9541,400.0141,111109244
2020-06-29,PG,144.9151,149.6722,144.9037,148.8278,58148108
2020-06-29,UNH,449.1129,479.3484,446.8016,469.4209,9746069
2020-06-29,V,280.0299,281.83,267.7744,269.8519,89681210
2020-06-29,XOM,53.5701,53.8499,52.7974,53.1786,27069217
2020-07-06,AAPL,124.5728,133.4678,122.9219,131.1548,15704980
2020-07-06,AMZN,2585.8474,2649.0998,2566.3217,2624.9023,38991564
2020-07-06,BRK-B,234.7316,240.5344,228.6557,231.6352,82251780
2020-07-06,GOOGL,2521.5019,2560.4031,2517.2512,2546.2286,98971512
2020-07-06,HD,259.5128,265.316,245.0418,246.6977,71965538
